id_detalle,id_pedido,id_producto,cantidad
42233,8223,39,29
42234,8223,7,27
42235,8223,49,16
42236,8224,90,12
42237,8224,36,16
42238,8224,10,24
42239,8224,51,11
42240,8224,25,20
42241,8224,102,15
42242,8225,91,27
42243,8225,72,29
42244,8225,79,16
42245,8225,54,18
42246,8226,6,20
42247,8226,27,29
42248,8226,55,1
42249,8226,30,24
42250,8226,73,2
42251,8227,87,2
42252,8227,16,19
42253,8227,63,24
42254,8227,62,21
42255,8228,16,30
42256,8228,7,11
42257,8228,33,1
42258,8228,27,20
42259,8228,83,29
42260,8228,23,31
42261,8229,72,25
42262,8229,19,14
42263,8230,78,23
42264,8230,27,23
42265,8230,92,11
42266,8230,29,18
42267,8230,90,24
42268,8230,73,24
42269,8230,73,28
42270,8231,34,9
42271,8232,77,19
42272,8232,27,1
42273,8232,69,16
42274,8232,91,20
42275,8233,88,17
42276,8233,50,17
42277,8233,99,21
42278,8233,40,2
42279,8233,9,18
42280,8233,44,15
42281,8234,84,24
42282,8234,42,29
42283,8234,87,15
42284,8234,26,20
42285,8234,70,2
42286,8235,12,3
42287,8235,101,15
42288,8235,6,28
42289,8235,9,26
42290,8235,95,28
42291,8236,69,1
42292,8236,34,14
42293,8236,58,18
42294,8236,101,26
42295,8236,65,27
42296,8237,98,6
42297,8237,80,24
42298,8237,82,20
42299,8237,28,24
42300,8238,7,23
42301,8238,94,9
42302,8238,75,21
42303,8239,66,27
42304,8239,87,26
42305,8239,81,16
42306,8239,8,29
42307,8239,46,15
42308,8239,83,22
42309,8240,78,17
42310,8240,16,20
42311,8240,68,24
42312,8240,46,28
42313,8240,24,15
42314,8241,72,10
42315,8241,97,20
42316,8242,29,11
42317,8242,70,22
42318,8242,76,21
42319,8242,9,2
42320,8242,12,2
42321,8242,92,15
42322,8242,79,4
42323,8243,96,23
42324,8243,21,23
42325,8243,44,21
42326,8243,30,20
42327,8243,93,27
42328,8243,31,12
42329,8244,31,22
42330,8244,86,23
42331,8244,42,28
42332,8245,62,29
42333,8245,66,22
42334,8245,37,20
42335,8245,60,28
42336,8245,59,2
42337,8246,6,2
42338,8246,48,15
42339,8246,78,24
42340,8246,99,24
42341,8246,93,20
42342,8247,85,28
42343,8247,67,15
42344,8248,33,17
42345,8248,48,16
42346,8248,21,25
42347,8248,33,2
42348,8249,7,19
42349,8249,7,22
42350,8249,49,24
42351,8249,102,18
42352,8249,14,15
42353,8250,57,20
42354,8250,20,24
42355,8250,2,24
42356,8250,17,17
42357,8250,37,24
42358,8250,52,21
42359,8251,20,10
42360,8251,92,15
42361,8252,24,30
42362,8252,59,20
42363,8252,68,24
42364,8253,64,18
42365,8253,30,16
42366,8253,77,23
42367,8253,35,20
42368,8254,38,20
42369,8254,7,19
42370,8254,5,15
42371,8254,74,20
42372,8254,38,11
42373,8254,89,16
42374,8254,54,27
42375,8255,76,16
42376,8255,101,21
42377,8255,79,15
42378,8255,68,24
42379,8256,79,29
42380,8256,64,21
42381,8256,14,15
42382,8256,24,4
42383,8256,1,23
42384,8256,49,16
42385,8257,99,29
42386,8257,77,29
42387,8257,72,18
42388,8257,79,2
42389,8257,62,15
42390,8257,5,27
42391,8258,41,24
42392,8258,74,2
42393,8258,11,1
42394,8258,73,20
42395,8258,7,15
42396,8258,83,18
42397,8258,87,24
42398,8259,90,20
42399,8259,31,17
42400,8259,99,24
42401,8259,40,15
42402,8259,71,30
42403,8260,22,28
42404,8260,43,31
42405,8260,100,15
42406,8260,32,15
42407,8261,91,18
42408,8261,16,20
42409,8261,14,20
42410,8261,10,10
42411,8261,101,6
42412,8262,81,19
42413,8262,67,16
42414,8262,75,16
42415,8262,100,29
42416,8263,67,16
42417,8263,96,27
42418,8264,4,16
42419,8264,101,24
42420,8264,45,18
42421,8265,45,20
42422,8265,92,20
42423,8265,50,28
42424,8265,19,6
42425,8265,34,23
42426,8266,94,23
42427,8266,37,19
42428,8266,16,11
42429,8266,57,28
42430,8266,24,10
42431,8267,89,15
42432,8267,68,10
42433,8267,52,16
42434,8267,47,29
42435,8267,98,16
42436,8267,18,15
42437,8267,27,17
42438,8268,43,28
42439,8268,3,21
42440,8268,80,25
42441,8268,102,20
42442,8269,89,12
42443,8269,16,17
42444,8269,94,18
42445,8269,37,29
42446,8269,90,17
42447,8270,56,9
42448,8270,5,15
42449,8271,14,22
42450,8271,1,23
42451,8271,102,17
42452,8271,15,20
42453,8272,66,6
42454,8272,91,24
42455,8272,93,27
42456,8272,99,20
42457,8272,4,22
42458,8272,77,22
42459,8273,54,28
42460,8273,43,17
42461,8273,7,20
42462,8273,53,20
42463,8273,42,11
42464,8273,64,24
42465,8273,34,6
42466,8274,75,16
42467,8274,77,15
42468,8274,37,18
42469,8274,41,26
42470,8274,21,16
42471,8274,37,19
42472,8274,3,11
42473,8275,64,2
42474,8275,59,10
42475,8275,84,27
42476,8275,55,15
42477,8275,62,20
42478,8276,36,15
42479,8276,76,22
42480,8276,87,21
42481,8276,25,18
42482,8276,31,3
42483,8276,80,20
42484,8276,51,19
42485,8277,73,24
42486,8277,39,10
42487,8277,27,6
42488,8277,16,16
42489,8277,22,1
42490,8278,96,24
42491,8278,9,25
42492,8278,42,30
42493,8278,16,6
42494,8278,87,24
42495,8278,13,30
42496,8279,6,27
42497,8279,6,24
42498,8279,4,17
42499,8279,50,30
42500,8279,42,20
42501,8279,47,20
42502,8280,58,20
42503,8280,80,16
42504,8280,54,23
42505,8280,95,24
42506,8280,16,30
42507,8280,6,20
42508,8280,79,18
42509,8281,93,20
42510,8281,29,29
42511,8281,89,29
42512,8281,60,16
42513,8281,57,14
42514,8282,86,15
42515,8282,26,24
42516,8282,37,28
42517,8282,101,18
42518,8282,60,24
42519,8282,16,11
42520,8282,56,23
42521,8283,53,22
42522,8283,8,17
42523,8283,102,18
42524,8283,31,20
42525,8283,35,21
42526,8283,102,29
42527,8284,66,25
42528,8284,98,24
42529,8284,77,20
42530,8284,80,9
42531,8284,12,20
42532,8284,46,15
42533,8285,33,19
42534,8285,61,18
42535,8285,81,15
42536,8285,41,29
42537,8285,24,10
42538,8286,20,23
42539,8286,76,23
42540,8286,79,20
42541,8286,85,1
42542,8286,87,30
42543,8287,73,23
42544,8288,72,4
42545,8288,85,15
42546,8288,83,29
42547,8288,19,29
42548,8288,15,17
42549,8288,82,27
42550,8288,80,16
42551,8289,34,5
42552,8289,96,23
42553,8289,50,27
42554,8289,27,24
42555,8289,42,24
42556,8289,42,23
42557,8290,2,30
42558,8290,52,27
42559,8290,14,15
42560,8290,13,6
42561,8290,68,20
42562,8291,75,1
42563,8291,22,18
42564,8291,77,2
42565,8291,72,11
42566,8291,68,1
42567,8291,74,11
42568,8292,5,22
42569,8292,27,18
42570,8292,4,11
42571,8292,6,22
42572,8292,79,10
42573,8292,102,16
42574,8292,64,14
42575,8293,8,11
42576,8293,60,12
42577,8293,78,9
42578,8293,102,18
42579,8293,5,10
42580,8293,33,18
42581,8294,24,24
42582,8294,10,28
42583,8295,77,30
42584,8295,22,6
42585,8296,100,18
42586,8296,3,15
42587,8296,75,16
42588,8296,82,6
42589,8296,57,27
42590,8296,18,3
42591,8297,30,20
42592,8297,29,9
42593,8297,92,2
42594,8297,67,19
42595,8297,10,30
42596,8298,20,12
42597,8298,80,24
42598,8298,24,24
42599,8299,61,28
42600,8299,93,21
42601,8299,75,20
42602,8299,72,22
42603,8299,52,23
42604,8300,46,28
42605,8300,86,5
42606,8300,70,23
42607,8300,25,27
42608,8300,26,11
42609,8300,34,24
42610,8301,42,21
42611,8301,97,23
42612,8302,30,28
42613,8302,10,28
42614,8302,30,23
42615,8302,16,17
42616,8303,18,28
42617,8303,94,16
42618,8303,18,15
42619,8303,88,20
42620,8303,93,24
42621,8304,8,15
42622,8304,83,3
42623,8304,37,20
42624,8304,5,29
42625,8304,19,24
42626,8304,17,23
42627,8305,87,12
42628,8305,97,23
42629,8305,38,23
42630,8305,29,15
42631,8305,6,19
42632,8306,94,9
42633,8306,18,16
42634,8306,68,2
42635,8306,80,16
42636,8306,94,24
42637,8307,100,14
42638,8307,97,17
42639,8307,2,11
42640,8307,100,5
42641,8307,44,28
42642,8307,5,20
42643,8308,61,4
42644,8308,66,15
42645,8308,76,15
42646,8308,57,20
42647,8308,9,28
42648,8309,85,24
42649,8309,78,24
42650,8309,44,24
42651,8309,37,24
42652,8310,8,16
42653,8310,90,24
42654,8310,9,1
42655,8311,36,27
42656,8311,60,21
42657,8311,48,23
42658,8311,87,23
42659,8312,21,6
42660,8312,81,16
42661,8312,79,25
42662,8312,58,20
42663,8312,34,20
42664,8312,61,12
42665,8312,43,26
42666,8313,84,24
42667,8313,1,17
42668,8313,29,16
42669,8313,54,24
42670,8313,43,22
42671,8313,101,11
42672,8313,74,18
42673,8314,45,14
42674,8314,9,20
42675,8315,81,24
42676,8315,7,1
42677,8315,68,16
42678,8315,13,24
42679,8315,95,24
42680,8315,3,17
42681,8315,1,31
42682,8316,77,15
42683,8316,73,15
42684,8316,9,9
42685,8316,34,29
42686,8316,68,19
42687,8316,57,15
42688,8317,21,4
42689,8317,45,20
42690,8317,77,15
42691,8318,84,24
42692,8318,65,27
42693,8318,16,29
42694,8318,56,2
42695,8319,54,20
42696,8319,28,1
42697,8319,20,10
42698,8319,95,6
42699,8320,54,18
42700,8320,67,10
42701,8320,47,18
42702,8320,7,24
42703,8320,63,16
42704,8321,102,28
42705,8321,83,18
42706,8321,63,11
42707,8322,5,10
42708,8322,72,6
42709,8322,97,27
42710,8322,89,24
42711,8323,68,23
42712,8323,24,28
42713,8323,36,20
42714,8323,92,24
42715,8323,47,10
42716,8324,92,20
42717,8324,42,28
42718,8324,76,11
42719,8324,44,23
42720,8324,13,15
42721,8324,65,29
42722,8325,82,18
42723,8325,42,10
42724,8325,66,11
42725,8325,55,16
42726,8326,22,20
42727,8326,23,19
42728,8327,48,1
42729,8327,28,29
42730,8327,11,17
42731,8327,100,24
42732,8327,93,20
42733,8327,90,11
42734,8328,19,24
42735,8328,18,15
42736,8328,36,22
42737,8328,66,29
42738,8328,63,21
42739,8329,68,6
42740,8329,95,20
42741,8329,97,23
42742,8329,68,27
42743,8329,34,21
42744,8329,32,24
42745,8330,34,1
42746,8330,68,20
42747,8330,46,18
42748,8330,86,15
42749,8331,72,22
42750,8331,81,14
42751,8331,53,2
42752,8331,74,20
42753,8331,77,17
42754,8331,22,16
42755,8332,52,18
42756,8332,21,19
42757,8332,72,20
42758,8332,41,16
42759,8332,30,17
42760,8332,60,5
42761,8333,79,28
42762,8333,102,29
42763,8333,19,20
42764,8333,85,24
42765,8333,49,24
42766,8334,19,18
42767,8334,4,5
42768,8334,52,20
42769,8334,93,6
42770,8335,37,15
42771,8335,54,21
42772,8335,65,24
42773,8335,91,20
42774,8335,84,23
42775,8335,10,23
42776,8336,2,21
42777,8336,89,26
42778,8336,93,15
42779,8336,87,14
42780,8336,74,15
42781,8337,64,29
42782,8337,25,17
42783,8337,42,20
42784,8338,65,20
42785,8338,55,9
42786,8338,97,29
42787,8338,20,9
42788,8339,56,10
42789,8339,43,15
42790,8339,22,20
42791,8339,34,28
42792,8339,35,30
42793,8340,73,16
42794,8340,56,20
42795,8340,81,29
42796,8340,76,1
42797,8340,97,24
42798,8340,46,10
42799,8341,19,25
42800,8341,19,15
42801,8341,92,24
42802,8341,81,24
42803,8341,42,20
42804,8342,63,23
42805,8342,20,29
42806,8342,19,6
42807,8342,35,15
42808,8342,44,3
42809,8342,64,18
42810,8342,96,16
42811,8343,35,1
42812,8343,26,23
42813,8343,90,20
42814,8343,54,16
42815,8343,39,1
42816,8344,51,5
42817,8344,42,11
42818,8344,93,10
42819,8344,69,16
42820,8344,99,27
42821,8344,10,16
42822,8345,21,18
42823,8345,50,24
42824,8345,58,14
42825,8345,35,23
42826,8345,63,31
42827,8345,49,21
42828,8345,28,20
42829,8346,70,24
42830,8346,80,20
42831,8346,4,18
42832,8346,101,20
42833,8346,28,24
42834,8346,9,24
42835,8346,69,23
42836,8347,40,6
42837,8347,82,15
42838,8347,84,24
42839,8347,28,18
42840,8347,39,6
42841,8347,24,18
42842,8347,13,1
42843,8348,94,6
42844,8348,30,24
42845,8348,2,15
42846,8348,83,19
42847,8348,61,1
42848,8348,78,28
42849,8349,48,14
42850,8349,16,17
42851,8349,19,22
42852,8349,19,22
42853,8350,4,20
42854,8350,90,11
42855,8350,62,6
42856,8350,43,20
42857,8350,57,14
42858,8351,9,19
42859,8351,14,31
42860,8351,72,20
42861,8351,102,20
42862,8352,43,10
42863,8352,79,17
42864,8352,13,18
42865,8352,5,1
42866,8352,84,23
42867,8352,46,30
42868,8352,65,24
42869,8353,100,14
42870,8353,64,2
42871,8353,62,23
42872,8353,75,10
42873,8353,7,18
42874,8353,4,28
42875,8353,47,16
42876,8354,51,16
42877,8354,89,23
42878,8354,43,24
42879,8354,90,20
42880,8355,75,17
42881,8355,71,20
42882,8355,36,9
42883,8355,59,24
42884,8355,61,28
42885,8355,17,18
42886,8356,15,21
42887,8356,60,20
42888,8356,44,16
42889,8356,92,20
42890,8356,13,14
42891,8357,2,16
42892,8357,2,12
42893,8357,9,16
42894,8357,10,24
42895,8358,91,19
42896,8358,17,9
42897,8358,9,24
42898,8358,63,4
42899,8359,84,2
42900,8359,47,28
42901,8359,9,23
42902,8359,33,28
42903,8359,88,17
42904,8359,52,23
42905,8360,90,29
42906,8360,70,27
42907,8360,33,23
42908,8360,73,20
42909,8361,81,12
42910,8361,80,11
42911,8361,37,3
42912,8362,68,21
42913,8362,27,1
42914,8362,71,20
42915,8362,96,31
42916,8362,3,26
42917,8362,78,21
42918,8363,15,30
42919,8363,44,23
42920,8363,48,21
42921,8363,30,6
42922,8363,29,28
42923,8363,92,15
42924,8364,48,20
42925,8364,91,22
42926,8364,39,15
42927,8364,45,27
42928,8364,42,17
42929,8364,97,9
42930,8365,98,23
42931,8365,34,15
42932,8365,1,24
42933,8365,74,20
42934,8365,72,20
42935,8365,4,24
42936,8366,46,12
42937,8366,64,22
42938,8366,34,20
42939,8366,71,24
42940,8366,69,30
42941,8367,62,26
42942,8367,7,24
42943,8367,92,5
42944,8367,85,11
42945,8367,16,22
42946,8368,43,6
42947,8368,5,11
42948,8368,51,24
42949,8368,97,1
42950,8368,50,6
42951,8368,80,19
42952,8368,99,18
42953,8369,82,23
42954,8369,32,10
42955,8369,83,2
42956,8369,32,24
42957,8370,27,10
42958,8370,43,23
42959,8370,58,22
42960,8370,22,30
42961,8370,57,28
42962,8370,74,17
42963,8370,70,24
42964,8371,33,29
42965,8371,20,30
42966,8371,5,1
42967,8371,28,12
42968,8371,72,28
42969,8371,63,21
42970,8371,20,17
42971,8372,23,10
42972,8372,67,1
42973,8372,39,23
42974,8372,33,24
42975,8372,101,23
42976,8372,89,24
42977,8373,86,15
42978,8373,101,29
42979,8373,1,24
42980,8373,14,28
42981,8373,13,28
42982,8374,40,20
42983,8374,101,15
42984,8374,89,15
42985,8374,48,18
42986,8374,97,22
42987,8374,25,15
42988,8375,13,3
42989,8375,82,31
42990,8376,80,3
42991,8376,43,30
42992,8376,46,20
42993,8376,30,23
42994,8377,95,6
42995,8377,29,15
42996,8377,74,11
42997,8377,28,24
42998,8378,64,6
42999,8378,73,10
43000,8379,57,28
43001,8379,80,23
43002,8379,78,23
43003,8380,14,20
43004,8380,20,18
43005,8381,53,16
43006,8381,13,19
43007,8381,99,9
43008,8381,28,24
43009,8381,79,29
43010,8381,91,18
43011,8382,83,30
43012,8382,18,20
43013,8382,58,24
43014,8382,68,26
43015,8382,61,29
43016,8382,28,4
43017,8383,25,17
43018,8383,70,11
43019,8384,58,10
43020,8384,7,26
43021,8384,87,19
43022,8384,11,24
43023,8385,56,10
43024,8385,16,24
43025,8385,36,6
43026,8385,71,20
43027,8385,31,22
43028,8386,59,20
43029,8386,92,24
43030,8386,65,11
43031,8386,31,24
43032,8386,45,11
43033,8386,53,22
43034,8387,100,15
43035,8387,84,29
43036,8387,38,24
43037,8387,61,24
43038,8388,101,24
43039,8388,101,24
43040,8388,48,28
43041,8389,46,15
43042,8389,92,18
43043,8389,72,1
43044,8389,38,29
43045,8389,89,20
43046,8389,85,1
43047,8390,38,15
43048,8390,14,25
43049,8390,53,20
43050,8390,42,19
43051,8390,72,18
43052,8390,98,19
43053,8391,45,17
43054,8391,68,12
43055,8391,99,15
43056,8391,5,25
43057,8391,21,15
43058,8391,2,16
43059,8391,52,20
43060,8392,100,17
43061,8392,88,27
43062,8392,88,23
43063,8392,4,12
43064,8392,29,23
43065,8393,10,27
43066,8393,46,11
43067,8393,35,1
43068,8393,37,25
43069,8394,10,21
43070,8394,21,15
43071,8394,90,15
43072,8394,53,29
43073,8395,73,1
43074,8395,86,23
43075,8395,100,30
43076,8395,15,2
43077,8395,98,15
43078,8395,65,4
43079,8396,69,4
43080,8396,24,29
43081,8396,21,30
43082,8396,86,15
43083,8396,97,21
43084,8396,34,17
43085,8396,20,28
43086,8397,88,20
43087,8397,84,28
43088,8398,22,2
43089,8398,8,14
43090,8398,72,16
43091,8398,84,20
43092,8398,29,1
43093,8399,60,11
43094,8399,3,24
43095,8399,67,20
43096,8399,14,24
43097,8399,80,11
43098,8400,94,23
43099,8400,77,24
43100,8400,64,16
43101,8400,9,21
43102,8400,98,30
43103,8401,86,29
43104,8401,41,20
43105,8401,67,11
43106,8402,86,25
43107,8402,56,24
43108,8402,62,1
43109,8402,78,17
43110,8402,8,23
43111,8402,65,20
43112,8402,17,24
43113,8403,85,24
43114,8403,62,24
43115,8403,67,24
43116,8403,34,15
43117,8403,32,20
43118,8403,11,24
43119,8403,89,20
43120,8404,38,16
43121,8404,38,15
43122,8404,65,9
43123,8404,43,12
43124,8404,66,20
43125,8404,25,23
43126,8405,91,20
43127,8405,67,2
43128,8405,83,20
43129,8405,84,22
43130,8406,8,3
43131,8406,42,22
43132,8406,15,2
43133,8406,74,24
43134,8406,96,15
43135,8406,83,29
43136,8407,26,15
43137,8407,68,29
43138,8407,90,23
43139,8407,80,15
43140,8408,25,31
43141,8408,20,19
43142,8408,37,28
43143,8408,68,24
43144,8408,6,29
43145,8408,99,2
43146,8408,73,11
43147,8409,29,21
43148,8409,7,15
43149,8409,64,11
43150,8409,14,1
43151,8410,83,15
43152,8410,27,24
43153,8410,97,20
43154,8410,74,30
43155,8410,61,24
43156,8410,39,15
43157,8410,56,15
43158,8411,31,24
43159,8411,43,28
43160,8411,32,1
43161,8411,79,24
43162,8411,97,20
43163,8411,1,20
43164,8411,87,6
43165,8412,53,5
43166,8412,21,24
43167,8412,9,5
43168,8412,52,10
43169,8412,82,20
43170,8412,72,15
43171,8413,31,20
43172,8413,79,16
43173,8413,88,11
43174,8413,92,10
43175,8413,46,16
43176,8414,72,2
43177,8414,35,20
43178,8414,26,25
43179,8414,44,17
43180,8414,5,20
43181,8414,68,10
43182,8414,12,11
43183,8415,7,18
43184,8415,80,26
43185,8415,18,24
43186,8415,39,29
43187,8415,91,24
43188,8415,37,27
43189,8415,44,15
43190,8416,73,29
43191,8416,84,16
43192,8416,83,20
43193,8416,91,20
43194,8417,40,28
43195,8417,27,24
43196,8417,19,24
43197,8417,95,24
43198,8417,102,22
43199,8417,98,11
43200,8418,43,9
43201,8418,85,2
43202,8418,42,16
43203,8418,41,21
43204,8418,23,20
43205,8419,27,24
43206,8419,69,9
43207,8419,96,30
43208,8419,69,17
43209,8419,4,28
43210,8420,3,28
43211,8420,100,20
43212,8420,26,16
43213,8420,26,18
43214,8420,69,15
43215,8420,83,12
43216,8420,80,20
43217,8421,60,19
43218,8421,90,28
43219,8421,9,20
43220,8421,11,15
43221,8421,83,21
43222,8421,19,15
43223,8421,8,30
43224,8422,31,18
43225,8422,99,24
43226,8422,56,6
43227,8422,79,18
43228,8422,98,18
43229,8423,21,15
43230,8423,25,20
43231,8424,57,15
43232,8424,64,15
43233,8424,39,30
43234,8424,94,23
43235,8424,47,22
43236,8424,82,15
43237,8424,71,24
43238,8425,26,15
43239,8425,38,23
43240,8425,68,29
43241,8425,19,28
43242,8425,55,18
43243,8426,97,24
43244,8426,15,10
43245,8426,45,24
43246,8426,63,24
43247,8427,28,29
43248,8427,96,31
43249,8427,24,23
43250,8427,32,31
43251,8427,96,11
43252,8427,87,1
43253,8427,41,20
43254,8428,68,19
43255,8428,31,16
43256,8429,30,1
43257,8429,8,15
43258,8429,42,30
43259,8429,49,16
43260,8429,44,24
43261,8429,89,29
43262,8430,16,15
43263,8430,26,25
43264,8430,73,5
43265,8430,31,9
43266,8431,79,5
43267,8431,10,19
43268,8431,20,21
43269,8431,39,15
43270,8431,43,28
43271,8432,5,20
43272,8432,21,28
43273,8432,31,2
43274,8432,96,24
43275,8432,54,23
43276,8432,70,20
43277,8433,4,20
43278,8433,34,22
43279,8433,77,15
43280,8433,77,2
43281,8433,11,10
43282,8433,23,21
43283,8433,32,29
43284,8434,3,18
43285,8434,100,15
43286,8435,7,27
43287,8435,11,1
43288,8435,4,11
43289,8435,97,6
43290,8436,43,16
43291,8436,58,21
43292,8436,18,16
43293,8436,10,24
43294,8436,28,28
43295,8437,44,23
43296,8437,1,24
43297,8437,22,17
43298,8437,1,20
43299,8437,54,15
43300,8438,83,15
43301,8438,61,15
43302,8438,37,21
43303,8438,40,12
43304,8438,98,30
43305,8438,101,24
43306,8438,89,29
43307,8439,23,12
43308,8439,20,30
43309,8439,79,29
43310,8439,91,1
43311,8439,32,21
43312,8439,3,6
43313,8440,68,20
43314,8440,67,22
43315,8440,16,27
43316,8440,12,23
43317,8440,20,16
43318,8440,33,6
43319,8440,11,2
43320,8441,32,18
43321,8441,46,11
43322,8441,92,24
43323,8441,42,29
43324,8441,91,23
43325,8442,91,30
43326,8442,8,15
43327,8442,91,16
43328,8442,52,29
43329,8442,10,1
43330,8443,57,16
43331,8443,88,9
43332,8443,53,6
43333,8443,46,29
43334,8443,26,16
43335,8444,36,15
43336,8444,39,20
43337,8445,93,24
43338,8445,1,2
43339,8445,8,29
43340,8445,76,11
43341,8445,63,21
43342,8445,61,20
43343,8446,60,20
43344,8446,30,11
43345,8446,75,18
43346,8446,60,28
43347,8447,47,15
43348,8447,67,24
43349,8447,85,12
43350,8447,88,11
43351,8447,99,28
43352,8447,41,23
43353,8447,16,16
43354,8448,15,23
43355,8448,67,24
43356,8448,46,24
43357,8448,97,1
43358,8448,45,11
43359,8449,52,20
43360,8449,84,30
43361,8449,59,15
43362,8449,45,16
43363,8450,66,28
43364,8450,49,11
43365,8450,37,28
43366,8450,69,10
43367,8450,72,6
43368,8451,18,20
43369,8451,10,30
43370,8451,34,22
43371,8451,49,30
43372,8451,45,24
43373,8451,8,16
43374,8451,76,12
43375,8452,94,25
43376,8452,72,24
43377,8453,96,28
43378,8453,12,20
43379,8453,62,15
43380,8453,46,18
43381,8454,29,27
43382,8454,100,24
43383,8454,44,24
43384,8454,19,23
43385,8454,37,24
43386,8454,55,15
43387,8455,19,1
43388,8455,74,23
43389,8455,87,25
43390,8455,2,30
43391,8456,65,20
43392,8456,85,28
43393,8456,87,16
43394,8456,62,1
43395,8457,84,11
43396,8457,24,6
43397,8457,39,15
43398,8457,50,20
43399,8458,9,22
43400,8458,46,22
43401,8458,45,17
43402,8458,92,24
43403,8459,44,28
43404,8459,63,2
43405,8459,23,10
43406,8459,79,11
43407,8460,69,24
43408,8460,63,20
43409,8460,13,16
43410,8460,50,1
43411,8460,29,21
43412,8461,37,24
43413,8461,12,30
43414,8461,84,29
43415,8461,25,29
43416,8462,81,1
43417,8462,63,2
43418,8462,18,17
43419,8462,40,16
43420,8462,37,16
43421,8462,19,22
43422,8463,11,22
43423,8463,14,15
43424,8463,75,23
43425,8463,72,16
43426,8463,47,16
43427,8463,56,23
43428,8464,77,16
43429,8464,38,27
43430,8464,34,18
43431,8464,12,24
43432,8464,86,22
43433,8464,79,15
43434,8465,59,20
43435,8465,92,16
43436,8465,37,29
43437,8465,20,22
43438,8465,21,23
43439,8465,3,1
43440,8466,77,24
43441,8466,28,17
43442,8466,63,23
43443,8466,96,2
43444,8466,13,10
43445,8467,12,6
43446,8467,90,11
43447,8467,50,24
43448,8467,50,11
43449,8468,12,3
43450,8468,46,20
43451,8468,23,22
43452,8468,14,23
43453,8468,21,15
43454,8468,93,20
43455,8469,50,6
43456,8469,14,24
43457,8469,64,6
43458,8469,6,9
43459,8469,67,20
43460,8469,60,30
43461,8470,52,24
43462,8470,21,21
43463,8470,3,5
43464,8470,58,5
43465,8470,54,18
43466,8470,23,15
43467,8471,47,6
43468,8471,79,20
43469,8471,53,18
43470,8471,95,20
43471,8471,27,10
43472,8471,83,24
43473,8471,74,29
43474,8472,35,15
43475,8472,68,24
43476,8472,102,24
43477,8472,86,26
43478,8472,94,11
43479,8472,64,10
43480,8473,100,23
43481,8473,6,15
43482,8473,18,21
43483,8473,51,23
43484,8473,61,16
43485,8473,98,17
43486,8474,30,9
43487,8474,36,6
43488,8474,45,24
43489,8474,9,28
43490,8475,31,22
43491,8475,56,28
43492,8475,61,18
43493,8475,96,11
43494,8475,61,18
43495,8475,101,18
43496,8475,92,24
43497,8476,10,28
43498,8476,92,24
43499,8476,37,29
43500,8476,73,15
43501,8477,5,30
43502,8477,63,11
43503,8477,4,23
43504,8477,59,3
43505,8477,28,6
43506,8477,15,21
43507,8477,5,12
43508,8478,11,29
43509,8478,2,28
43510,8478,14,20
43511,8478,37,21
43512,8478,18,29
43513,8479,76,24
43514,8479,91,24
43515,8479,81,9
43516,8479,102,11
43517,8479,74,24
43518,8479,55,23
43519,8480,45,24
43520,8480,62,30
43521,8480,83,11
43522,8480,94,2
43523,8480,96,18
43524,8481,58,24
43525,8481,1,29
43526,8481,2,28
43527,8481,24,28
43528,8482,52,2
43529,8482,87,16
43530,8482,20,18
43531,8482,77,17
43532,8482,34,1
43533,8482,60,10
43534,8482,65,20
43535,8483,88,29
43536,8483,63,31
43537,8483,47,15
43538,8483,60,28
43539,8483,9,15
43540,8483,2,27
43541,8484,50,2
43542,8484,99,20
43543,8484,92,1
43544,8484,98,16
43545,8484,86,18
43546,8484,55,20
43547,8484,21,9
43548,8485,22,16
43549,8485,67,10
43550,8485,12,20
43551,8485,48,2
43552,8485,75,31
43553,8485,62,11
43554,8485,20,24
43555,8486,75,6
43556,8486,8,16
43557,8486,25,17
43558,8486,34,10
43559,8486,12,12
43560,8486,8,31
43561,8487,73,19
43562,8487,84,14
43563,8487,74,12
43564,8487,7,15
43565,8487,46,24
43566,8487,25,24
43567,8487,44,12
43568,8488,10,21
43569,8488,99,19
43570,8488,38,26
43571,8488,3,30
43572,8489,93,29
43573,8489,32,30
43574,8489,28,23
43575,8489,65,28
43576,8489,66,4
43577,8490,43,24
43578,8490,44,1
43579,8490,67,29
43580,8490,75,15
43581,8490,44,10
43582,8491,35,12
43583,8491,51,17
43584,8491,95,23
43585,8491,95,16
43586,8492,54,20
43587,8492,30,16
43588,8492,82,17
43589,8492,60,24
43590,8492,98,30
43591,8492,95,28
43592,8492,59,24
43593,8493,54,1
43594,8493,33,17
43595,8494,46,23
43596,8494,71,1
43597,8494,15,18
43598,8494,6,15
43599,8494,99,11
43600,8495,1,23
43601,8495,47,15
43602,8496,28,15
43603,8496,63,24
43604,8496,53,20
43605,8496,59,21
43606,8497,58,15
43607,8497,86,24
43608,8497,18,6
43609,8497,16,10
43610,8497,21,20
43611,8498,24,23
43612,8498,55,18
43613,8498,50,27
43614,8498,62,23
43615,8498,58,21
43616,8499,51,15
43617,8499,92,12
43618,8499,68,15
43619,8499,47,24
43620,8499,8,24
43621,8499,81,16
43622,8500,86,24
43623,8500,75,20
43624,8500,22,11
43625,8500,72,2
43626,8500,42,16
43627,8501,34,21
43628,8501,25,24
43629,8501,30,30
