id_pedido,id_cliente,fechapedido,fechaentrega,cancelado
6608,34,12/09/20,14/09/20,FALSE
6609,28,12/09/20,14/09/20,FALSE
6610,6,12/09/20,14/09/20,FALSE
6611,35,12/09/20,14/09/20,FALSE
6612,20,12/09/20,14/09/20,FALSE
6613,69,12/09/20,14/09/20,FALSE
6614,4,12/09/20,14/09/20,FALSE
6615,87,12/09/20,14/09/20,FALSE
6616,14,12/09/20,14/09/20,TRUE
6617,22,12/09/20,14/09/20,FALSE
6618,36,12/09/20,14/09/20,FALSE
6619,3,12/09/20,14/09/20,FALSE
6620,8,13/09/20,14/09/20,FALSE
6621,100,13/09/20,14/09/20,FALSE
6622,9,13/09/20,14/09/20,FALSE
6623,61,13/09/20,14/09/20,FALSE
6624,99,13/09/20,14/09/20,FALSE
6625,3,13/09/20,14/09/20,FALSE
6626,12,13/09/20,14/09/20,FALSE
6627,30,13/09/20,14/09/20,FALSE
6628,35,13/09/20,14/09/20,FALSE
6629,11,13/09/20,14/09/20,FALSE
6630,89,13/09/20,14/09/20,FALSE
6631,97,13/09/20,14/09/20,FALSE
6632,46,13/09/20,14/09/20,FALSE
6633,2,13/09/20,14/09/20,FALSE
6634,24,13/09/20,14/09/20,FALSE
6635,18,13/09/20,15/09/20,FALSE
6636,26,13/09/20,15/09/20,FALSE
6637,20,13/09/20,15/09/20,FALSE
6638,19,13/09/20,15/09/20,FALSE
6639,29,13/09/20,15/09/20,FALSE
6640,33,13/09/20,15/09/20,FALSE
6641,16,13/09/20,15/09/20,FALSE
6642,14,13/09/20,15/09/20,FALSE
6643,13,13/09/20,15/09/20,FALSE
6644,23,13/09/20,15/09/20,FALSE
6645,33,13/09/20,15/09/20,FALSE
6646,100,13/09/20,15/09/20,FALSE
6647,9,13/09/20,15/09/20,FALSE
6648,74,13/09/20,15/09/20,FALSE
6649,16,13/09/20,15/09/20,FALSE
6650,69,13/09/20,15/09/20,FALSE
6651,20,13/09/20,15/09/20,FALSE
6652,39,13/09/20,15/09/20,FALSE
6653,27,14/09/20,15/09/20,FALSE
6654,94,14/09/20,15/09/20,FALSE
6655,16,14/09/20,15/09/20,FALSE
6656,4,14/09/20,15/09/20,FALSE
6657,25,14/09/20,15/09/20,FALSE
6658,35,14/09/20,15/09/20,FALSE
6659,26,14/09/20,15/09/20,FALSE
6660,90,14/09/20,15/09/20,FALSE
6661,4,14/09/20,15/09/20,FALSE
6662,11,14/09/20,15/09/20,FALSE
6663,19,14/09/20,15/09/20,FALSE
6664,15,14/09/20,15/09/20,FALSE
6665,31,14/09/20,15/09/20,FALSE
6666,16,14/09/20,15/09/20,FALSE
6667,32,14/09/20,15/09/20,FALSE
6668,13,14/09/20,16/09/20,FALSE
6669,8,14/09/20,16/09/20,FALSE
6670,34,14/09/20,16/09/20,FALSE
6671,9,14/09/20,16/09/20,FALSE
6672,20,14/09/20,16/09/20,FALSE
6673,6,14/09/20,16/09/20,FALSE
6674,69,14/09/20,16/09/20,TRUE
6675,1,14/09/20,16/09/20,FALSE
6676,32,14/09/20,16/09/20,FALSE
6677,24,14/09/20,16/09/20,TRUE
6678,8,14/09/20,16/09/20,FALSE
6679,29,15/09/20,16/09/20,FALSE
6680,24,15/09/20,16/09/20,FALSE
6681,29,15/09/20,16/09/20,FALSE
6682,39,15/09/20,16/09/20,FALSE
6683,15,15/09/20,16/09/20,FALSE
6684,6,15/09/20,16/09/20,FALSE
6685,83,15/09/20,16/09/20,FALSE
6686,25,15/09/20,16/09/20,FALSE
6687,4,15/09/20,16/09/20,FALSE
6688,6,15/09/20,16/09/20,FALSE
6689,13,15/09/20,17/09/20,FALSE
6690,34,15/09/20,17/09/20,FALSE
6691,7,15/09/20,17/09/20,FALSE
6692,24,15/09/20,17/09/20,FALSE
6693,46,15/09/20,17/09/20,FALSE
6694,9,15/09/20,17/09/20,FALSE
6695,10,15/09/20,17/09/20,FALSE
6696,1,15/09/20,17/09/20,FALSE
6697,16,15/09/20,17/09/20,FALSE
6698,25,15/09/20,17/09/20,FALSE
6699,33,15/09/20,17/09/20,FALSE
6700,5,16/09/20,17/09/20,FALSE
6701,34,16/09/20,17/09/20,TRUE
6702,24,16/09/20,17/09/20,FALSE
6703,13,16/09/20,17/09/20,FALSE
6704,24,16/09/20,17/09/20,FALSE
6705,27,16/09/20,17/09/20,FALSE
6706,24,16/09/20,17/09/20,FALSE
6707,15,16/09/20,17/09/20,FALSE
6708,16,16/09/20,17/09/20,FALSE
6709,34,16/09/20,17/09/20,TRUE
6710,4,16/09/20,17/09/20,FALSE
6711,26,16/09/20,17/09/20,FALSE
6712,33,16/09/20,17/09/20,FALSE
6713,31,16/09/20,17/09/20,TRUE
6714,99,16/09/20,17/09/20,FALSE
6715,89,16/09/20,18/09/20,FALSE
6716,10,16/09/20,18/09/20,FALSE
6717,20,16/09/20,18/09/20,FALSE
6718,20,16/09/20,18/09/20,FALSE
6719,37,16/09/20,18/09/20,FALSE
6720,3,16/09/20,18/09/20,FALSE
6721,5,16/09/20,18/09/20,FALSE
6722,6,16/09/20,18/09/20,TRUE
6723,63,16/09/20,18/09/20,FALSE
6724,4,16/09/20,18/09/20,FALSE
6725,83,16/09/20,18/09/20,TRUE
6726,35,16/09/20,18/09/20,TRUE
6727,19,16/09/20,18/09/20,FALSE
6728,15,16/09/20,18/09/20,FALSE
6729,9,17/09/20,18/09/20,FALSE
6730,21,17/09/20,18/09/20,FALSE
6731,26,17/09/20,18/09/20,FALSE
6732,87,17/09/20,18/09/20,FALSE
6733,61,17/09/20,18/09/20,FALSE
6734,35,17/09/20,18/09/20,FALSE
6735,89,17/09/20,18/09/20,FALSE
6736,10,17/09/20,18/09/20,FALSE
6737,25,17/09/20,18/09/20,FALSE
6738,18,17/09/20,19/09/20,FALSE
6739,6,17/09/20,19/09/20,FALSE
6740,11,17/09/20,19/09/20,FALSE
6741,8,17/09/20,19/09/20,FALSE
6742,80,17/09/20,19/09/20,FALSE
6743,37,17/09/20,19/09/20,FALSE
6744,89,17/09/20,19/09/20,FALSE
6745,15,17/09/20,19/09/20,TRUE
6746,15,18/09/20,19/09/20,FALSE
6747,9,18/09/20,19/09/20,FALSE
6748,36,18/09/20,19/09/20,FALSE
6749,19,18/09/20,19/09/20,FALSE
6750,1,18/09/20,19/09/20,FALSE
6751,89,18/09/20,19/09/20,FALSE
6752,23,18/09/20,19/09/20,FALSE
6753,25,18/09/20,19/09/20,FALSE
6754,30,18/09/20,19/09/20,FALSE
6755,10,18/09/20,19/09/20,FALSE
6756,19,18/09/20,19/09/20,FALSE
6757,21,18/09/20,19/09/20,FALSE
6758,37,18/09/20,19/09/20,FALSE
6759,27,18/09/20,19/09/20,FALSE
6760,37,18/09/20,19/09/20,FALSE
6761,100,18/09/20,21/09/20,FALSE
6762,62,18/09/20,21/09/20,FALSE
6763,20,18/09/20,21/09/20,TRUE
6764,19,18/09/20,21/09/20,FALSE
6765,33,18/09/20,21/09/20,FALSE
6766,35,18/09/20,21/09/20,FALSE
6767,27,18/09/20,21/09/20,TRUE
6768,30,18/09/20,21/09/20,FALSE
6769,10,18/09/20,21/09/20,FALSE
6770,13,18/09/20,21/09/20,FALSE
6771,72,18/09/20,21/09/20,FALSE
6772,28,18/09/20,21/09/20,FALSE
6773,24,18/09/20,21/09/20,FALSE
6774,6,19/09/20,21/09/20,TRUE
6775,33,19/09/20,21/09/20,FALSE
6776,36,19/09/20,21/09/20,FALSE
6777,37,19/09/20,21/09/20,FALSE
6778,16,19/09/20,21/09/20,FALSE
6779,33,19/09/20,21/09/20,FALSE
6780,83,19/09/20,21/09/20,FALSE
6781,14,19/09/20,21/09/20,FALSE
6782,20,19/09/20,21/09/20,FALSE
6783,99,19/09/20,21/09/20,FALSE
6784,29,19/09/20,21/09/20,FALSE
6785,23,19/09/20,21/09/20,FALSE
6786,12,19/09/20,21/09/20,FALSE
6787,6,19/09/20,21/09/20,FALSE
6788,90,19/09/20,21/09/20,FALSE
6789,8,19/09/20,21/09/20,FALSE
6790,61,19/09/20,21/09/20,FALSE
6791,22,19/09/20,21/09/20,TRUE
6792,14,19/09/20,21/09/20,FALSE
6793,19,19/09/20,21/09/20,FALSE
6794,35,19/09/20,21/09/20,FALSE
6795,26,19/09/20,21/09/20,FALSE
6796,36,19/09/20,21/09/20,FALSE
6797,6,19/09/20,21/09/20,FALSE
6798,28,19/09/20,21/09/20,FALSE
6799,97,20/09/20,21/09/20,FALSE
6800,8,20/09/20,21/09/20,FALSE
6801,80,20/09/20,21/09/20,TRUE
6802,35,20/09/20,21/09/20,FALSE
6803,24,20/09/20,21/09/20,FALSE
6804,72,20/09/20,21/09/20,FALSE
6805,28,20/09/20,21/09/20,FALSE
6806,83,20/09/20,21/09/20,FALSE
6807,24,20/09/20,21/09/20,FALSE
6808,61,20/09/20,21/09/20,FALSE
6809,22,20/09/20,21/09/20,FALSE
6810,69,20/09/20,21/09/20,FALSE
6811,29,20/09/20,21/09/20,FALSE
6812,32,20/09/20,21/09/20,FALSE
6813,19,20/09/20,21/09/20,FALSE
6814,26,20/09/20,22/09/20,FALSE
6815,27,20/09/20,22/09/20,FALSE
6816,8,20/09/20,22/09/20,FALSE
6817,31,20/09/20,22/09/20,TRUE
6818,27,20/09/20,22/09/20,TRUE
6819,35,20/09/20,22/09/20,FALSE
6820,72,20/09/20,22/09/20,TRUE
6821,31,20/09/20,22/09/20,FALSE
6822,61,20/09/20,22/09/20,FALSE
6823,32,20/09/20,22/09/20,FALSE
6824,39,20/09/20,22/09/20,FALSE
6825,34,20/09/20,22/09/20,FALSE
6826,11,21/09/20,22/09/20,FALSE
6827,29,21/09/20,22/09/20,FALSE
6828,8,21/09/20,22/09/20,FALSE
6829,17,21/09/20,22/09/20,FALSE
6830,16,21/09/20,22/09/20,FALSE
6831,11,21/09/20,22/09/20,FALSE
6832,6,21/09/20,22/09/20,FALSE
6833,9,21/09/20,22/09/20,FALSE
6834,15,21/09/20,22/09/20,FALSE
6835,31,21/09/20,22/09/20,FALSE
6836,27,21/09/20,22/09/20,FALSE
6837,23,21/09/20,22/09/20,FALSE
6838,72,21/09/20,22/09/20,FALSE
6839,36,21/09/20,23/09/20,FALSE
6840,10,21/09/20,23/09/20,FALSE
6841,31,21/09/20,23/09/20,FALSE
6842,31,21/09/20,23/09/20,FALSE
6843,24,21/09/20,23/09/20,FALSE
6844,61,21/09/20,23/09/20,FALSE
6845,27,21/09/20,23/09/20,FALSE
6846,33,21/09/20,23/09/20,FALSE
6847,22,21/09/20,23/09/20,FALSE
6848,24,21/09/20,23/09/20,FALSE
6849,31,22/09/20,23/09/20,FALSE
6850,26,22/09/20,23/09/20,FALSE
6851,29,22/09/20,23/09/20,FALSE
6852,15,22/09/20,23/09/20,FALSE
6853,23,22/09/20,23/09/20,FALSE
6854,10,22/09/20,23/09/20,FALSE
6855,90,22/09/20,23/09/20,FALSE
6856,90,22/09/20,23/09/20,FALSE
6857,25,22/09/20,23/09/20,FALSE
6858,7,22/09/20,24/09/20,FALSE
6859,10,22/09/20,24/09/20,FALSE
6860,69,22/09/20,24/09/20,FALSE
6861,99,22/09/20,24/09/20,FALSE
6862,37,22/09/20,24/09/20,FALSE
6863,24,22/09/20,24/09/20,FALSE
6864,29,22/09/20,24/09/20,FALSE
6865,19,22/09/20,24/09/20,FALSE
6866,29,22/09/20,24/09/20,FALSE
6867,31,22/09/20,24/09/20,FALSE
6868,4,22/09/20,24/09/20,FALSE
6869,39,23/09/20,24/09/20,FALSE
6870,63,23/09/20,24/09/20,FALSE
6871,4,23/09/20,24/09/20,FALSE
6872,25,23/09/20,24/09/20,FALSE
6873,37,23/09/20,24/09/20,FALSE
6874,8,23/09/20,24/09/20,FALSE
6875,15,23/09/20,24/09/20,TRUE
6876,26,23/09/20,24/09/20,FALSE
6877,1,23/09/20,24/09/20,FALSE
6878,15,23/09/20,24/09/20,FALSE
6879,11,23/09/20,24/09/20,FALSE
6880,62,23/09/20,24/09/20,FALSE
6881,26,23/09/20,24/09/20,FALSE
6882,9,23/09/20,24/09/20,FALSE
6883,46,23/09/20,24/09/20,FALSE
6884,14,23/09/20,25/09/20,FALSE
6885,27,23/09/20,25/09/20,FALSE
6886,94,23/09/20,25/09/20,FALSE
6887,34,23/09/20,25/09/20,FALSE
6888,9,23/09/20,25/09/20,FALSE
6889,24,23/09/20,25/09/20,FALSE
6890,36,23/09/20,25/09/20,FALSE
6891,36,23/09/20,25/09/20,FALSE
6892,37,23/09/20,25/09/20,FALSE
6893,11,23/09/20,25/09/20,FALSE
6894,90,23/09/20,25/09/20,FALSE
6895,15,23/09/20,25/09/20,FALSE
6896,20,23/09/20,25/09/20,FALSE
6897,19,23/09/20,25/09/20,FALSE
6898,25,23/09/20,25/09/20,FALSE
6899,26,23/09/20,25/09/20,FALSE
6900,8,24/09/20,25/09/20,FALSE
6901,20,24/09/20,25/09/20,FALSE
6902,19,24/09/20,25/09/20,FALSE
6903,39,24/09/20,25/09/20,FALSE
6904,90,24/09/20,25/09/20,FALSE
6905,29,24/09/20,25/09/20,FALSE
6906,14,24/09/20,25/09/20,FALSE
6907,8,24/09/20,25/09/20,FALSE
6908,27,24/09/20,25/09/20,FALSE
6909,29,24/09/20,25/09/20,FALSE
6910,28,24/09/20,25/09/20,FALSE
6911,4,24/09/20,25/09/20,FALSE
6912,63,24/09/20,25/09/20,FALSE
6913,28,24/09/20,25/09/20,FALSE
6914,9,24/09/20,25/09/20,TRUE
6915,30,24/09/20,25/09/20,FALSE
6916,5,24/09/20,26/09/20,FALSE
6917,14,24/09/20,26/09/20,FALSE
6918,15,24/09/20,26/09/20,FALSE
6919,25,24/09/20,26/09/20,FALSE
6920,10,24/09/20,26/09/20,FALSE
6921,16,24/09/20,26/09/20,FALSE
6922,16,24/09/20,26/09/20,FALSE
6923,15,24/09/20,26/09/20,FALSE
6924,62,24/09/20,26/09/20,FALSE
6925,25,24/09/20,26/09/20,FALSE
6926,34,24/09/20,26/09/20,FALSE
6927,24,24/09/20,26/09/20,FALSE
6928,27,24/09/20,26/09/20,FALSE
6929,25,24/09/20,26/09/20,FALSE
6930,94,24/09/20,26/09/20,FALSE
6931,30,24/09/20,26/09/20,FALSE
6932,11,24/09/20,26/09/20,TRUE
6933,6,24/09/20,26/09/20,FALSE
6934,35,24/09/20,26/09/20,FALSE
6935,80,24/09/20,26/09/20,FALSE
6936,30,25/09/20,26/09/20,FALSE
6937,16,25/09/20,26/09/20,FALSE
6938,6,25/09/20,26/09/20,FALSE
6939,29,25/09/20,26/09/20,FALSE
6940,34,25/09/20,26/09/20,FALSE
6941,8,25/09/20,26/09/20,FALSE
6942,37,25/09/20,26/09/20,TRUE
6943,10,25/09/20,26/09/20,FALSE
6944,15,25/09/20,26/09/20,FALSE
6945,19,25/09/20,26/09/20,FALSE
6946,100,25/09/20,26/09/20,FALSE
6947,6,25/09/20,26/09/20,FALSE
6948,28,25/09/20,28/09/20,FALSE
6949,29,25/09/20,28/09/20,TRUE
6950,11,25/09/20,28/09/20,FALSE
6951,29,25/09/20,28/09/20,FALSE
6952,100,25/09/20,28/09/20,FALSE
6953,15,25/09/20,28/09/20,FALSE
6954,14,25/09/20,28/09/20,FALSE
6955,61,25/09/20,28/09/20,FALSE
6956,29,25/09/20,28/09/20,FALSE
6957,12,25/09/20,28/09/20,FALSE
6958,36,25/09/20,28/09/20,FALSE
6959,25,25/09/20,28/09/20,FALSE
6960,29,25/09/20,28/09/20,FALSE
6961,10,25/09/20,28/09/20,FALSE
6962,32,26/09/20,28/09/20,FALSE
6963,11,26/09/20,28/09/20,TRUE
6964,20,26/09/20,28/09/20,FALSE
6965,29,26/09/20,28/09/20,FALSE
6966,5,26/09/20,28/09/20,FALSE
6967,31,26/09/20,28/09/20,FALSE
6968,5,26/09/20,28/09/20,FALSE
6969,23,26/09/20,28/09/20,FALSE
6970,80,26/09/20,28/09/20,FALSE
6971,7,26/09/20,28/09/20,FALSE
6972,97,26/09/20,28/09/20,FALSE
6973,89,26/09/20,28/09/20,FALSE
6974,13,26/09/20,28/09/20,FALSE
6975,34,26/09/20,28/09/20,FALSE
6976,13,26/09/20,28/09/20,FALSE
6977,80,26/09/20,28/09/20,FALSE
6978,10,26/09/20,28/09/20,FALSE
6979,9,26/09/20,28/09/20,FALSE
6980,63,26/09/20,28/09/20,FALSE
6981,31,26/09/20,28/09/20,FALSE
6982,28,26/09/20,28/09/20,FALSE
6983,90,26/09/20,28/09/20,FALSE
6984,13,26/09/20,28/09/20,FALSE
6985,1,26/09/20,28/09/20,FALSE
6986,33,26/09/20,28/09/20,FALSE
6987,13,26/09/20,28/09/20,FALSE
6988,10,27/09/20,28/09/20,FALSE
6989,4,27/09/20,28/09/20,FALSE
6990,36,27/09/20,28/09/20,FALSE
6991,29,27/09/20,28/09/20,FALSE
6992,94,27/09/20,28/09/20,FALSE
6993,27,27/09/20,28/09/20,FALSE
6994,2,27/09/20,28/09/20,FALSE
6995,32,27/09/20,28/09/20,FALSE
6996,20,27/09/20,28/09/20,FALSE
6997,34,27/09/20,28/09/20,FALSE
6998,63,27/09/20,28/09/20,FALSE
6999,87,27/09/20,28/09/20,FALSE
7000,97,27/09/20,28/09/20,FALSE
7001,31,27/09/20,28/09/20,FALSE
7002,5,27/09/20,28/09/20,FALSE
7003,24,27/09/20,28/09/20,FALSE
7004,16,27/09/20,29/09/20,FALSE
7005,27,27/09/20,29/09/20,FALSE
7006,27,27/09/20,29/09/20,FALSE
7007,16,27/09/20,29/09/20,FALSE
7008,5,27/09/20,29/09/20,FALSE
7009,25,27/09/20,29/09/20,FALSE
7010,4,27/09/20,29/09/20,FALSE
7011,24,27/09/20,29/09/20,FALSE
7012,14,27/09/20,29/09/20,FALSE
7013,29,28/09/20,29/09/20,FALSE
7014,14,28/09/20,29/09/20,FALSE
7015,13,28/09/20,29/09/20,FALSE
7016,21,28/09/20,29/09/20,FALSE
7017,15,28/09/20,29/09/20,FALSE
7018,2,28/09/20,29/09/20,FALSE
7019,23,28/09/20,29/09/20,FALSE
7020,39,28/09/20,29/09/20,FALSE
7021,13,28/09/20,29/09/20,FALSE
7022,27,28/09/20,29/09/20,FALSE
7023,9,28/09/20,29/09/20,TRUE
7024,20,28/09/20,29/09/20,FALSE
7025,32,28/09/20,29/09/20,TRUE
7026,61,28/09/20,30/09/20,FALSE
7027,22,28/09/20,30/09/20,FALSE
7028,5,28/09/20,30/09/20,FALSE
7029,17,28/09/20,30/09/20,FALSE
7030,4,28/09/20,30/09/20,FALSE
7031,62,28/09/20,30/09/20,FALSE
7032,26,28/09/20,30/09/20,FALSE
7033,21,28/09/20,30/09/20,FALSE
7034,8,28/09/20,30/09/20,FALSE
7035,25,28/09/20,30/09/20,FALSE
7036,14,28/09/20,30/09/20,FALSE
7037,30,28/09/20,30/09/20,FALSE
7038,36,28/09/20,30/09/20,FALSE
7039,35,28/09/20,30/09/20,FALSE
7040,36,29/09/20,30/09/20,FALSE
7041,30,29/09/20,30/09/20,FALSE
7042,22,29/09/20,30/09/20,FALSE
7043,62,29/09/20,30/09/20,FALSE
7044,69,29/09/20,30/09/20,FALSE
7045,24,29/09/20,30/09/20,FALSE
7046,99,29/09/20,30/09/20,FALSE
7047,100,29/09/20,30/09/20,FALSE
7048,36,29/09/20,30/09/20,FALSE
7049,35,29/09/20,30/09/20,FALSE
7050,29,29/09/20,30/09/20,FALSE
7051,37,29/09/20,30/09/20,FALSE
7052,34,29/09/20,30/09/20,FALSE
7053,46,29/09/20,30/09/20,FALSE
7054,60,29/09/20,01/10/20,FALSE
7055,29,29/09/20,01/10/20,FALSE
7056,25,29/09/20,01/10/20,FALSE
7057,34,29/09/20,01/10/20,FALSE
7058,32,29/09/20,01/10/20,FALSE
7059,4,29/09/20,01/10/20,FALSE
7060,25,29/09/20,01/10/20,TRUE
7061,9,29/09/20,01/10/20,FALSE
7062,10,29/09/20,01/10/20,TRUE
7063,13,29/09/20,01/10/20,FALSE
7064,16,29/09/20,01/10/20,TRUE
7065,10,29/09/20,01/10/20,FALSE
7066,29,30/09/20,01/10/20,FALSE
7067,13,30/09/20,01/10/20,FALSE
7068,10,30/09/20,01/10/20,FALSE
7069,5,30/09/20,01/10/20,FALSE
7070,16,30/09/20,01/10/20,FALSE
7071,27,30/09/20,01/10/20,FALSE
7072,37,30/09/20,01/10/20,FALSE
7073,31,30/09/20,01/10/20,FALSE
7074,30,30/09/20,01/10/20,FALSE
7075,19,30/09/20,01/10/20,FALSE
7076,15,30/09/20,01/10/20,FALSE
7077,31,30/09/20,02/10/20,FALSE
7078,14,30/09/20,02/10/20,FALSE
7079,74,30/09/20,02/10/20,FALSE
7080,19,30/09/20,02/10/20,FALSE
7081,6,30/09/20,02/10/20,FALSE
7082,61,30/09/20,02/10/20,FALSE
7083,10,30/09/20,02/10/20,FALSE
7084,29,30/09/20,02/10/20,FALSE
7085,26,30/09/20,02/10/20,FALSE
7086,35,30/09/20,02/10/20,FALSE
7087,6,30/09/20,02/10/20,FALSE
7088,20,30/09/20,02/10/20,FALSE
7089,34,30/09/20,02/10/20,FALSE
7090,4,30/09/20,02/10/20,FALSE
7091,36,01/10/20,02/10/20,FALSE
7092,62,01/10/20,02/10/20,FALSE
7093,4,01/10/20,02/10/20,FALSE
7094,90,01/10/20,02/10/20,FALSE
7095,5,01/10/20,02/10/20,FALSE
7096,29,01/10/20,02/10/20,FALSE
7097,35,01/10/20,02/10/20,FALSE
7098,2,01/10/20,02/10/20,FALSE
7099,28,01/10/20,02/10/20,FALSE
7100,46,01/10/20,02/10/20,FALSE
7101,35,01/10/20,02/10/20,FALSE
7102,19,01/10/20,02/10/20,FALSE
7103,36,01/10/20,02/10/20,FALSE
7104,74,01/10/20,02/10/20,FALSE
7105,35,01/10/20,02/10/20,FALSE
7106,14,01/10/20,03/10/20,FALSE
7107,60,01/10/20,03/10/20,FALSE
7108,24,01/10/20,03/10/20,FALSE
7109,18,01/10/20,03/10/20,FALSE
7110,11,01/10/20,03/10/20,FALSE
7111,4,01/10/20,03/10/20,FALSE
7112,1,01/10/20,03/10/20,FALSE
7113,62,01/10/20,03/10/20,FALSE
7114,13,01/10/20,03/10/20,FALSE
7115,23,01/10/20,03/10/20,FALSE
7116,24,01/10/20,03/10/20,FALSE
7117,31,01/10/20,03/10/20,FALSE
7118,26,02/10/20,03/10/20,FALSE
7119,14,02/10/20,03/10/20,FALSE
7120,72,02/10/20,03/10/20,TRUE
7121,15,02/10/20,03/10/20,FALSE
7122,25,02/10/20,03/10/20,FALSE
7123,17,02/10/20,03/10/20,FALSE
7124,60,02/10/20,03/10/20,FALSE
7125,29,02/10/20,03/10/20,FALSE
7126,2,02/10/20,03/10/20,FALSE
7127,83,02/10/20,03/10/20,FALSE
7128,24,02/10/20,03/10/20,FALSE
7129,21,02/10/20,03/10/20,FALSE
7130,24,02/10/20,05/10/20,FALSE
7131,34,02/10/20,05/10/20,FALSE
7132,69,02/10/20,05/10/20,FALSE
7133,5,02/10/20,05/10/20,FALSE
7134,9,02/10/20,05/10/20,FALSE
7135,3,02/10/20,05/10/20,FALSE
7136,21,02/10/20,05/10/20,FALSE
7137,13,02/10/20,05/10/20,FALSE
7138,14,02/10/20,05/10/20,FALSE
7139,46,02/10/20,05/10/20,TRUE
7140,1,02/10/20,05/10/20,FALSE
7141,35,02/10/20,05/10/20,FALSE
7142,61,02/10/20,05/10/20,FALSE
7143,83,02/10/20,05/10/20,FALSE
7144,89,02/10/20,05/10/20,FALSE
7145,20,02/10/20,05/10/20,FALSE
7146,25,02/10/20,05/10/20,TRUE
7147,19,02/10/20,05/10/20,FALSE
7148,37,03/10/20,05/10/20,FALSE
7149,31,03/10/20,05/10/20,FALSE
7150,62,03/10/20,05/10/20,FALSE
7151,5,03/10/20,05/10/20,FALSE
7152,36,03/10/20,05/10/20,FALSE
7153,1,03/10/20,05/10/20,FALSE
7154,99,03/10/20,05/10/20,TRUE
7155,27,03/10/20,05/10/20,FALSE
7156,61,03/10/20,05/10/20,FALSE
7157,20,03/10/20,05/10/20,FALSE
7158,2,03/10/20,05/10/20,FALSE
7159,15,03/10/20,05/10/20,FALSE
7160,28,03/10/20,05/10/20,FALSE
7161,75,03/10/20,05/10/20,FALSE
7162,12,03/10/20,05/10/20,FALSE
7163,26,03/10/20,05/10/20,FALSE
7164,17,03/10/20,05/10/20,FALSE
7165,29,03/10/20,05/10/20,FALSE
7166,26,03/10/20,05/10/20,FALSE
7167,2,03/10/20,05/10/20,FALSE
7168,18,03/10/20,05/10/20,FALSE
7169,13,03/10/20,05/10/20,FALSE
7170,20,03/10/20,05/10/20,FALSE
7171,8,03/10/20,05/10/20,FALSE
7172,17,03/10/20,05/10/20,FALSE
7173,17,03/10/20,05/10/20,FALSE
7174,74,03/10/20,05/10/20,FALSE
7175,6,03/10/20,05/10/20,FALSE
7176,28,03/10/20,05/10/20,FALSE
7177,83,03/10/20,05/10/20,FALSE
7178,83,03/10/20,05/10/20,FALSE
7179,20,03/10/20,05/10/20,FALSE
7180,62,04/10/20,05/10/20,FALSE
7181,22,04/10/20,05/10/20,FALSE
7182,27,04/10/20,05/10/20,TRUE
7183,17,04/10/20,05/10/20,FALSE
7184,15,04/10/20,05/10/20,FALSE
7185,10,04/10/20,05/10/20,FALSE
7186,16,04/10/20,05/10/20,FALSE
7187,18,04/10/20,05/10/20,FALSE
7188,29,04/10/20,05/10/20,FALSE
7189,33,04/10/20,06/10/20,FALSE
7190,32,04/10/20,06/10/20,FALSE
7191,62,04/10/20,06/10/20,FALSE
7192,4,04/10/20,06/10/20,FALSE
7193,14,04/10/20,06/10/20,FALSE
7194,34,04/10/20,06/10/20,FALSE
7195,10,04/10/20,06/10/20,FALSE
7196,12,04/10/20,06/10/20,FALSE
7197,20,04/10/20,06/10/20,FALSE
7198,34,04/10/20,06/10/20,FALSE
7199,4,04/10/20,06/10/20,FALSE
7200,72,04/10/20,06/10/20,FALSE
7201,28,04/10/20,06/10/20,FALSE
7202,30,04/10/20,06/10/20,FALSE
7203,14,04/10/20,06/10/20,FALSE
7204,28,04/10/20,06/10/20,FALSE
7205,32,04/10/20,06/10/20,FALSE
7206,23,04/10/20,06/10/20,FALSE
7207,5,04/10/20,06/10/20,FALSE
7208,13,04/10/20,06/10/20,FALSE
7209,9,05/10/20,06/10/20,FALSE
7210,10,05/10/20,06/10/20,FALSE
7211,90,05/10/20,06/10/20,FALSE
7212,24,05/10/20,06/10/20,FALSE
7213,33,05/10/20,06/10/20,FALSE
7214,36,05/10/20,06/10/20,TRUE
7215,9,05/10/20,06/10/20,FALSE
7216,30,05/10/20,06/10/20,FALSE
7217,29,05/10/20,06/10/20,FALSE
7218,25,05/10/20,07/10/20,FALSE
7219,13,05/10/20,07/10/20,TRUE
7220,6,05/10/20,07/10/20,FALSE
7221,16,05/10/20,07/10/20,FALSE
7222,87,05/10/20,07/10/20,FALSE
7223,23,05/10/20,07/10/20,TRUE
7224,34,05/10/20,07/10/20,FALSE
7225,14,05/10/20,07/10/20,FALSE
7226,5,05/10/20,07/10/20,FALSE
7227,22,05/10/20,07/10/20,FALSE
7228,30,05/10/20,07/10/20,FALSE
7229,24,05/10/20,07/10/20,FALSE
7230,39,05/10/20,07/10/20,FALSE
7231,1,05/10/20,07/10/20,FALSE
7232,89,05/10/20,07/10/20,FALSE
7233,37,06/10/20,07/10/20,FALSE
7234,90,06/10/20,07/10/20,FALSE
7235,87,06/10/20,07/10/20,FALSE
7236,13,06/10/20,07/10/20,FALSE
7237,6,06/10/20,07/10/20,FALSE
7238,8,06/10/20,07/10/20,FALSE
7239,35,06/10/20,07/10/20,FALSE
7240,9,06/10/20,07/10/20,FALSE
7241,7,06/10/20,07/10/20,FALSE
7242,27,06/10/20,07/10/20,FALSE
